event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
ENSG00000148737_46_alternative	F	F	F	T	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_47_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_47_alternative	T	F	F	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_48_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_48_alternative	F	T	F	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_49_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_49_alternative	F	F	F	F	T	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_50_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_50_alternative	F	F	T	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_51_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_51_alternative	F	F	T	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_52_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_52_alternative	F	F	T	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_53_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_53_alternative	F	F	T	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000148737_54_canonical	T	T	T	T	T	ENSG00000148737	homo_sapiens	canonical	F
ENSG00000148737_54_alternative	F	F	T	F	F	ENSG00000148737	homo_sapiens	alternative	F
ENSG00000010810_1_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_1_alternative	T	F	T	F	T	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_2_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_2_alternative	F	F	T	F	T	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_3_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_3_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_4_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_4_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_5_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_5_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_6_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_6_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_7_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_7_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_8_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_8_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_9_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_9_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_10_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_10_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_11_canonical	F	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_11_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_12_canonical	T	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_12_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000010810_13_canonical	T	F	T	T	T	ENSG00000010810	homo_sapiens	canonical	T
ENSG00000010810_13_alternative	F	F	T	F	F	ENSG00000010810	homo_sapiens	alternative	T
ENSG00000169855_1_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_1_alternative	T	T	T	F	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_2_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_2_alternative	T	T	T	F	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_3_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_3_alternative	T	T	T	F	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_4_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_4_alternative	T	T	T	T	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_5_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_5_alternative	T	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_6_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_6_alternative	F	F	T	F	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_7_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_7_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_8_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_8_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_9_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_9_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_10_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_10_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_11_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_11_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_12_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_12_alternative	F	F	F	F	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_13_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_13_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_14_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_14_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_15_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_15_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_16_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_16_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_17_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_17_alternative	T	F	F	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_18_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_18_alternative	F	F	F	F	T	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_19_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_19_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_20_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_20_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_21_canonical	T	T	T	T	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_21_alternative	F	F	T	F	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000169855_22_canonical	T	F	T	F	T	ENSG00000169855	homo_sapiens	canonical	T
ENSG00000169855_22_alternative	F	F	F	T	F	ENSG00000169855	homo_sapiens	alternative	T
ENSG00000185008_1_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_1_alternative	F	F	T	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_2_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_2_alternative	F	F	T	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_3_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_3_alternative	F	F	T	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_4_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_4_alternative	F	F	T	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_5_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_5_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_6_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_6_alternative	F	F	F	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_7_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_7_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_8_canonical	F	F	T	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_8_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_9_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_9_alternative	F	F	T	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_10_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_10_alternative	F	F	T	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_11_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_11_alternative	F	F	F	F	T	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_12_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_12_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_13_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_13_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_14_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_14_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_15_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_15_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_16_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_16_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_17_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_17_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_18_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_18_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_19_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_19_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_20_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_20_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_21_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_21_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_22_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_22_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_23_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_23_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000185008_24_canonical	F	F	F	F	T	ENSG00000185008	homo_sapiens	canonical	T
ENSG00000185008_24_alternative	F	F	T	F	F	ENSG00000185008	homo_sapiens	alternative	T
ENSG00000092421_1_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_1_alternative	T	T	T	T	T	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_2_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_2_alternative	F	F	T	F	T	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_3_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_3_alternative	F	F	T	F	T	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_4_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_4_alternative	T	T	T	T	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_5_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_5_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_6_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_6_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_7_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_7_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_8_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_8_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_9_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_9_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_10_canonical	T	T	T	T	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_10_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_11_canonical	T	T	T	T	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_11_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_12_canonical	T	T	T	T	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_12_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_13_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_13_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000092421_14_canonical	T	F	T	F	T	ENSG00000092421	homo_sapiens	canonical	T
ENSG00000092421_14_alternative	F	F	T	F	F	ENSG00000092421	homo_sapiens	alternative	T
ENSG00000050748_1_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_1_alternative	T	T	T	T	T	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_2_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_2_alternative	T	T	T	F	T	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_3_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_3_alternative	T	T	T	F	T	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_4_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_4_alternative	T	T	T	T	T	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_5_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_5_alternative	T	T	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_6_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_6_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_7_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_7_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_8_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_8_alternative	F	F	F	F	T	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_9_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_9_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_10_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_10_alternative	F	F	T	F	T	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_11_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_11_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_12_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_12_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_13_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_13_alternative	T	F	F	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_14_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_14_alternative	F	T	F	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_15_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_15_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_16_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_16_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_17_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_17_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
